,Unnamed: 0,Unnamed: 0.1,director,metacritic,n_votes,paper_name,rating,screenplay,source,stars
78,78.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0329354/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
79,79.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0268636/usercomments,
80,80.0,1.0,"
Mike Judge            ",68.0,"215,324","35 heures, c'est déjà trop (1999)",7.8,"
        Writers:
            
Mike Judge (Milton animated shorts),             
            
Mike Judge (screenplay)            
    ",http://www.imdb.com/title/tt0446687/usercomments,"
        Stars:
            
Ron Livingston,             
            
Jennifer Aniston,             
            
David Herman            
            |
See full cast & crew »
    "
81,81.0,1.0,"
Mike Judge            ",68.0,"215,324","35 heures, c'est déjà trop (1999)",7.8,"
        Writers:
            
Mike Judge (Milton animated shorts),             
            
Mike Judge (screenplay)            
    ",http://www.imdb.com/title/tt0159752/usercomments,"
        Stars:
            
Ron Livingston,             
            
Jennifer Aniston,             
            
David Herman            
            |
See full cast & crew »
    "
82,82.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0253016/usercomments,
83,83.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0122459/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
84,84.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0094824/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
85,85.0,1.0,"
Mike Judge            ",68.0,"215,324",Office Space (1999),7.8,"
        Writers:
            
Mike Judge (Milton animated shorts),             
            
Mike Judge (screenplay)            
    ",http://www.imdb.com/title/tt0362129/usercomments,"
        Stars:
            
Ron Livingston,             
            
Jennifer Aniston,             
            
David Herman            
            |
See full cast & crew »
    "
86,86.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0070229/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
87,87.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0119591/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
88,88.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0094933/usercomments,
89,89.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0051737/usercomments,
90,90.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0045621/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
91,91.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0122422/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
92,92.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0046750/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
93,93.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0165581/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
94,94.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0233094/usercomments,
95,95.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0376263/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
96,96.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0016028/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
97,97.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0401420/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
98,98.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0154506/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
99,99.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0124621/usercomments,
100,100.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0411265/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
101,101.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0006296/usercomments,
102,102.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0363728/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
103,103.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0120056/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
104,104.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0071358/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
105,105.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0097119/usercomments,
106,106.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0247836/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
107,107.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0126839/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
108,108.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0365671/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
109,109.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0128086/usercomments,
110,110.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0409878/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
111,111.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0312493/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
112,112.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0043288/usercomments,
113,113.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0734556/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
114,114.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0712963/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
115,115.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0052695/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
116,116.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0384212/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
117,117.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0120543/usercomments,
118,118.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0098540/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
119,119.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0110002/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
120,120.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0106366/usercomments,
121,121.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0253122/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
122,122.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0107420/usercomments,
123,123.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0183979/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
124,124.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0120162/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
125,125.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0094916/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
126,126.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0248615/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
127,127.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0443844/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
128,128.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0051983/usercomments,
129,129.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0185364/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
130,130.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0038758/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
131,131.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0128889/usercomments,
132,132.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0084085/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
133,133.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0112515/usercomments,
134,134.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0413524/usercomments,
135,135.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0127962/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
136,136.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0380201/usercomments,
137,137.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0238588/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
138,138.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0073970/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
139,139.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0073078/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
140,140.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0050243/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
141,141.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0022788/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
142,142.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0081366/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
143,143.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0044136/usercomments,
144,144.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0119101/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
145,145.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0116658/usercomments,
146,146.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0027660/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
147,147.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0052529/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
148,148.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0031393/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
149,149.0,1.0,"
Danny Leiner            ",30.0,"123,252","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0067977/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
150,150.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0795363/usercomments,
151,151.0,1.0,"
                   759 user                   
                       |
                   116 critic
             ",,"424,292",Lost,8.4,,http://www.imdb.com/title/tt0394894/usercomments,
152,1.0,,"
                   759 user                   
                       |
                   116 critic
             ",,"424,304",Lost,8.4,,http://www.imdb.com/title/tt0243189/usercomments,
153,1.0,,"
Danny Leiner            ",30.0,"123,255","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0104530/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
154,1.0,,"
Danny Leiner            ",30.0,"123,255","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0310332/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
155,1.0,,"
Danny Leiner            ",30.0,"123,255","Dude, Where's My Car? (2000)",5.5,"
        Writer:
            
Philip Stark            
    ",http://www.imdb.com/title/tt0033672/usercomments,"
        Stars:
            
Ashton Kutcher,             
            
Seann William Scott,             
            
Jennifer Garner            
            |
See full cast & crew »
    "
156,1.0,,"
                   759 user                   
                       |
                   116 critic
             ",,"424,304",Lost,8.4,,http://www.imdb.com/title/tt0112906/usercomments,
157,1.0,,"
                   759 user                   
                       |
                   116 critic
             ",,"424,304",Lost,8.4,,http://www.imdb.com/title/tt0107208/usercomments,
158,1.0,,"
                   759 user                   
                       |
                   116 critic
             ",,"424,304",Lost             ,8.4,,http://www.imdb.com/title/tt0117912/usercomments,
